Mode,Task ID,Success,Valid Success,Safety Veto,Latency (s),Actual Cost ($),GPT5 Baseline ($),Savings (%),Iterations,Escalated,Error
full_system,HumanEval/78,0,0,1,16.62,0.000629325,0.0062175,89.88,2,0,
full_system,HumanEval/79,1,1,0,7.06,0.0001395499999999987,0.0023275,94.0,1,0,
full_system,HumanEval/80,1,1,0,8.14,0.00019152499999999968,0.00389625,95.08,1,0,
full_system,HumanEval/81,1,1,0,15.73,0.0004756249999999986,0.01135125,95.81,1,0,
full_system,HumanEval/82,1,1,0,7.46,0.00017450000000000104,0.003445,94.93,1,0,
full_system,HumanEval/83,1,1,0,12.87,0.0003055249999999992,0.00777,96.07,1,0,
full_system,HumanEval/84,1,1,0,5.34,0.00017769999999999939,0.003,94.08,1,0,
full_system,HumanEval/85,1,1,0,6.58,0.00014450000000000053,0.0031025000000000002,95.34,1,0,
full_system,HumanEval/86,1,1,0,8.34,0.00030802499999999997,0.0055537500000000005,94.45,1,0,
full_system,HumanEval/87,1,1,0,8.26,0.0002993500000000003,0.0064175000000000005,95.34,1,0,
full_system,HumanEval/88,1,1,0,8.36,0.0002522749999999997,0.00484625,94.79,1,0,
full_system,HumanEval/89,1,1,0,10.65,0.0003182250000000001,0.00818125,96.11,1,0,
full_system,HumanEval/90,1,1,0,8.51,0.00017937499999999898,0.00318875,94.37,1,0,
full_system,HumanEval/91,1,1,0,6.13,0.0002071,0.0033375,93.79,1,0,
full_system,HumanEval/92,1,1,0,7.96,0.0001754249999999999,0.0034024999999999997,94.84,1,0,
full_system,HumanEval/93,1,1,0,11.12,0.00033735000000000015,0.0064199999999999995,94.75,1,0,
full_system,HumanEval/94,1,1,0,10.09,0.00025244999999999955,0.0062699999999999995,95.97,1,0,
full_system,HumanEval/95,1,1,0,7.04,0.00028740000000000016,0.005605000000000001,94.87,1,0,
full_system,HumanEval/96,0,0,0,13.93,0.00033299999999999996,0.009585,96.53,1,0,
full_system,HumanEval/97,1,1,0,5.24,0.00013409999999999984,0.00240625,94.43,1,0,
full_system,HumanEval/98,1,1,0,34.07,0.0015574249999999994,0.00125375,-24.22,2,1,
full_system,HumanEval/99,1,0,1,16.3,0.0006702999999999987,0.00545875,87.72,2,0,
full_system,HumanEval/100,1,1,0,23.66,0.0023881499999999986,0.00212875,-12.19,2,1,
full_system,HumanEval/101,1,1,0,6.31,0.00014957500000000248,0.0022087499999999998,93.23,1,0,
full_system,HumanEval/102,0,0,0,7.01,0.00018492500000000245,0.0038399999999999997,95.18,1,0,
full_system,HumanEval/103,1,0,1,16.25,0.0005491999999999997,0.004968749999999999,88.95,2,0,
full_system,HumanEval/104,1,1,0,6.49,0.0001674749999999968,0.0028899999999999998,94.21,1,0,
full_system,HumanEval/105,1,1,0,8.26,0.00019677499999999973,0.00396875,95.04,1,0,
full_system,HumanEval/106,0,0,0,9.67,0.00025132500000000016,0.00592875,95.76,1,0,
full_system,HumanEval/107,1,1,0,7.34,0.00023105,0.004636250000000001,95.02,1,0,
full_system,HumanEval/108,1,1,0,13.4,0.0005194749999999984,0.00308875,83.18,2,0,
full_system,HumanEval/109,1,1,0,7.14,0.0003153250000000017,0.00598,94.73,1,0,
full_system,HumanEval/110,1,1,0,8.86,0.00025337500000000013,0.00532,95.24,1,0,
full_system,HumanEval/111,1,1,0,11.89,0.0004669750000000014,0.0038625,87.91,2,0,
full_system,HumanEval/112,1,1,0,4.74,0.0001431500000000016,0.00244875,94.15,1,0,
full_system,HumanEval/113,1,1,0,9.22,0.0002378749999999985,0.00464,94.87,1,0,
full_system,HumanEval/114,1,1,0,7.72,0.00020309999999999773,0.00408375,95.03,1,0,
full_system,HumanEval/115,1,1,0,7.11,0.0002580000000000013,0.0051475,94.99,1,0,
full_system,HumanEval/116,1,1,0,15.45,0.0004758499999999999,0.01220625,96.1,1,0,
full_system,HumanEval/117,1,1,0,7.19,0.0002480000000000017,0.005019999999999999,95.06,1,0,
full_system,HumanEval/118,1,1,0,15.95,0.0005671500000000024,0.0038562500000000003,85.29,2,0,
full_system,HumanEval/119,1,1,0,7.71,0.00022584999999999966,0.0045,94.98,1,0,
full_system,HumanEval/120,1,1,0,7.54,0.00019929999999999948,0.003975,94.99,1,0,
full_system,HumanEval/121,1,1,0,5.76,0.00016404999999999892,0.003285,95.01,1,0,
full_system,HumanEval/122,1,1,0,9.35,0.00018784999999999982,0.0037637499999999997,95.01,1,0,
full_system,HumanEval/123,1,1,0,4.44,0.00017414999999999792,0.002775,93.72,1,0,
full_system,HumanEval/124,1,1,0,10.76,0.0002902250000000016,0.0062025,95.32,1,0,
full_system,HumanEval/125,1,1,0,10.55,0.0002605999999999997,0.00477875,94.55,1,0,
full_system,HumanEval/126,1,1,0,18.76,0.000640975000000002,0.005764999999999999,88.88,2,0,
full_system,HumanEval/127,0,0,0,11.21,0.00027617500000000003,0.00523,94.72,1,0,
full_system,HumanEval/128,1,1,0,7.9,0.0002231999999999998,0.00442625,94.96,1,0,
full_system,HumanEval/129,0,0,0,93.56,0.006966299999999998,0.00672875,-3.53,2,1,
full_system,HumanEval/130,0,0,0,23.29,0.0007678249999999998,0.00488625,84.29,2,0,
full_system,HumanEval/131,1,1,0,5.32,0.0001391499999999976,0.0023825,94.16,1,0,
full_system,HumanEval/132,0,0,0,6.86,0.00028045000000000153,0.004860000000000001,94.23,1,0,
full_system,HumanEval/133,1,1,0,8.9,0.00020472499999999588,0.00474,95.68,1,0,
full_system,HumanEval/134,0,0,0,8.86,0.0002940749999999978,0.006065,95.15,1,0,
full_system,HumanEval/135,0,0,0,18.71,0.0005154750000000013,0.0051725,90.03,2,0,
full_system,HumanEval/136,1,1,0,5.78,0.00022347499999999382,0.00409125,94.54,1,0,
full_system,HumanEval/137,1,1,0,8.95,0.00033347499999999974,0.00663,94.97,1,0,
full_system,HumanEval/138,1,1,0,11.26,0.00024357500000000282,0.006209999999999999,96.08,1,0,
full_system,HumanEval/139,1,1,0,5.28,0.00012429999999999386,0.0021025,94.09,1,0,
full_system,HumanEval/140,1,1,0,11.55,0.00040885000000000227,0.00855625,95.22,1,0,
full_system,HumanEval/141,0,0,1,19.35,0.0007459750000000029,0.00786125,90.51,2,0,
full_system,HumanEval/142,1,1,0,16.19,0.0004844499999999974,0.013305,96.36,1,0,
full_system,HumanEval/143,1,1,0,5.27,0.00020077500000000026,0.0033275,93.97,1,0,
full_system,HumanEval/144,1,1,0,7.05,0.00021102500000000357,0.0039675,94.68,1,0,
full_system,HumanEval/145,0,0,0,13.88,0.0004412749999999979,0.0021075,79.06,2,0,
full_system,HumanEval/146,1,1,0,6.01,0.00019062499999999982,0.0035524999999999997,94.63,1,0,
full_system,HumanEval/147,1,1,0,9.28,0.00028844999999999565,0.00684,95.78,1,0,
full_system,HumanEval/148,1,1,0,10.42,0.00035337499999999605,0.0073375,95.18,1,0,
full_system,HumanEval/149,1,1,0,4.69,0.00016557500000000114,0.0026574999999999997,93.77,1,0,
full_system,HumanEval/150,1,1,0,5.52,0.00013725000000000542,0.00267125,94.86,1,0,
full_system,HumanEval/151,1,1,0,10.51,0.0002916999999999989,0.007065,95.87,1,0,
full_system,HumanEval/152,1,1,0,5.28,0.00020815000000000417,0.00439125,95.26,1,0,
full_system,HumanEval/153,1,1,0,12.3,0.0006156000000000078,0.00440375,86.02,2,0,
full_system,HumanEval/154,1,1,0,14.88,0.0005357250000000008,0.0061325,91.26,2,0,
full_system,HumanEval/155,1,1,0,5.74,0.00013897499999999952,0.0023587499999999997,94.11,1,0,
full_system,HumanEval/156,1,1,0,5.39,0.00018732500000000207,0.003635,94.85,1,0,
full_system,HumanEval/157,1,1,0,4.97,0.00013380000000000336,0.00234875,94.3,1,0,
full_system,HumanEval/158,1,1,0,6.03,0.00022242499999999832,0.0036437500000000003,93.9,1,0,
full_system,HumanEval/159,1,1,0,7.13,0.000233825,0.0048575,95.19,1,0,
full_system,HumanEval/160,1,0,1,20.09,0.0008236000000000007,0.0073037499999999995,88.72,2,0,
full_system,HumanEval/161,1,1,0,6.18,0.00020697499999999813,0.0034875,94.07,1,0,
full_system,HumanEval/162,0,0,0,12.14,0.0003802249999999979,0.00411875,90.77,2,0,
full_system,HumanEval/163,0,0,0,7.02,0.00015837500000000226,0.00332875,95.24,1,0,
